Team Number,Prospect Name,Year,Overall Pick
30,Dwyer Tschantz,2014,197
24,Kevin Bouchard,2014,198
6,Dylan Sikura,2014,199
11,Sam Brittain,2010,123
17,Maximilian Pajpach,2014,200
24,Luke Walker,2010,125
24,Jared Fiegl,2014,201
11,Kevin Labanc,2014,202
13,Garrett Wilson,2009,131
19,Samuel Blais,2014,203
8,Cody Ferriero,2010,126
24,Will Weber,0,0
10,Philip Varone,2009,133
5,Benjamin Gallacher,2010,127
17,Jesper Pettersson,2014,204
10,Jeremy Price,2009,135
24,Kevin Elgestal,2014,205
29,Tim Heed,2010,129
17,MacKenze Stewart,2014,208
20,Patrick Sanvido,2014,209
21,Dennis Yan,2015,60
30,A.J. Greer,2015,61
1,Jakob Forsbacka Karlsson,2015,62
12,Jeremy Lauzon,2015,63
7,Mitch Vande Sompel,2015,64
11,Erik Foley,2015,65
2,Guillaume Brisebois,2015,66
23,Nic Dowd,2009,139
9,Denis Malgin,2015,67
13,Graham Knott,2015,68
21,Kyle Capobianco,2015,69
8,Jonas Siegenthaler,2015,70
1,Julius Nattinen,2015,71
21,Daniel Vladar,2015,72
19,Conor Garland,2015,73
16,Blake Speers,2015,74
1,Callum Booth,2015,75
22,Vili Saarijarvi,2015,76
18,Thomas Schemitsch,2015,77
27,Nikita Korostelev,2015,78
11,Austin Wagner,2015,79
17,Deven Sideroff,2015,80
21,Dmytro Timashov,2015,81
2,Matej Tomek,2015,82
6,Aleksi Saarela,2015,83
27,Glenn Gawdin,2015,84
3,Jens Looke,2015,85
25,Lukas Vejdemo,2015,86
21,Jesper Lindgren,2015,87
11,Filip Ahl,2015,88
11,Brad Morrison,2015,89
25,Matt Christie,0,0
17,Jean-Christophe Beaudin,2015,90
14,Nicolas Roy,2015,91
30,Andrei Mironov,2015,92
13,Parker Wotherspoon,2015,93
1,Kevin Stenlund,2015,94
1,Andrew Nielsen,2015,95
9,Dmitri Zhukenov,2015,96
19,Daniel Bernhardt,2015,98
17,Chris Martenet,2015,99
5,Martins Dzierkals,2015,100
25,Kyle Medvec,0,0
11,Andrew Mangiapane,2015,101
17,Adam Musil,2015,102
12,Anthony Cirelli,2015,103
12,Dennis Gilbert,2015,104
13,Mark MacMillan,2010,136
13,Joren van Pottelberghe,2015,105
1,Jesse Gabrielle,2015,106
17,Luke Opilka,2015,107
19,Ryan Pilon,2015,108
4,Keegan Kolesar,2015,109
14,Riley Boychuk,2010,140
10,Markus Sorensen,2010,141
11,Anthony Richard,2015,110
14,Benjamin Marshall,2010,143
19,Veeti Vainio,2015,111
3,Adin Hill,2015,112
23,Ethan Bear,2015,113
10,Nick Petersen,2009,143
8,Sergey Zborovskiy,2015,114
27,Radovan Bondra,2015,115
29,Mikhail Vorobyov,2015,116
10,Rob Flick,2010,150
15,Sam Carrick,2010,151
24,Mirko Hoefflin,2010,153
2,Ales Stezka,2015,117
11,Mathieu Joseph,2015,118
3,Jonne Tammela,2015,119
27,Chase Pearson,2015,120
23,Kirill Kaprizov,2015,121
14,Caleb Jones,2015,122
13,Stephen Desrocher,2015,123
18,Brent Gates,2015,124
2,Vladislav Gavrikov,2015,125
28,Brendan Warren,2015,126
27,Pavel Karnaukhov,2015,127
2,Adam Huska,2015,128
26,Mike Robinson,2015,129
3,Colton White,2015,130
4,Michael Spacek,2015,131
3,Devante Stephens,2015,132
2,David Kase,2015,133
8,Will Borgen,2015,134
11,David Cotton,2015,135
1,Troy Terry,2015,136
13,Chris Wilkie,2015,138
9,Lukas Jasek,2015,139
1,Christian Jaros,2015,140
29,Giorgio Estephan,2015,141
26,Sam Dove-McFalls,2015,142
26,Adam Helewka,2015,143
13,Ziyat Paygin,2015,144
2,Simon Bourque,2015,145
12,Cooper Marody,2015,146
29,Gustav Bouramman,2015,147
12,Adam Gaudette,2015,148
28,Spencer Smallman,2015,149
27,Adam Marsh,2015,150
20,Luke Stevens,2015,151
14,Christian Wolanin,2015,152
20,John Marino,2015,153
18,Ryan Shea,2015,154
18,Niko Mikkola,2015,155
19,Markus Ruusu,2015,156
29,Rudolfs Balcers,2015,157
12,Karel Vejmelka,2015,158
10,Matt Bradley,2015,159
3,Sam Ruopp,2015,160
28,Tate Olson,2015,161
11,Roy Radke,2015,162
23,Erik Kallgren,2015,163
19,Joni Tuulola,2015,164
17,Jeremiah Addison,2015,165
26,Karlis Cukste,2015,166
12,Ryan Zuhlsdorf,2015,167
11,Chaz Reddekopp,2015,168
13,Karch Bachman,2015,169
7,Drew Olson,0,0
1,Cameron Hughes,2015,170
12,Frederik Tiffels,2015,171
21,Patrick Holway,2015,172
9,Sami Niku,2015,173
13,Sergei Boikov,2015,174
20,Garrett Metcalf,2015,175
29,Liam Dunda,2015,176
30,Brandon Burlon,2008,62
28,Joe Cecconi,2015,177
19,Kris Oldham,2015,178
14,Mason Appleton,2015,179
27,Nikita Pavlychev,2015,180
20,Joel Daccord,2015,182
16,Connor Hobbs,2015,183
6,Gustav Olhaver,2015,184
20,Matt Schmalz,2015,185
2,Nick Boka,2015,186
11,Jack Sadek,2015,187
10,Brett Seney,2015,188
29,Carl Neill,2015,189
18,Jake Massie,2015,191
27,Evan Bloodoff,2009,151
3,Tyler Moy,2015,193
3,Adam Parsells,2015,194
22,Andong Song,2015,195
26,Colby Williams,2015,196
8,Nathan Condon,0,0
20,Bokondji Imama,2015,197
14,Evan Smith,2015,198
26,Ivan Chukarov,2015,200
28,Steven Lorentz,2015,201
14,Adam Comrie,0,0
18,Markus Nutivaara,2015,202
26,Patrick Shea,2015,203
29,John Dahlstrom,2015,204
14,Jake Kupsky,2015,205
25,Matteo Gennaro,2015,206
11,Miroslav Svoboda,2015,207
3,Matthew Roy,2015,208
10,Thomas Larkin,2009,153
10,Jack Becker,2015,209
18,Riley Bruce,2015,210
8,Cameron Gaunce,0,0
7,Daultan Leveille,0,0
30,Dmitri Kugryshev,0,0
29,Danny Kristo,0,0
10,Maxim Trunev,0,0
17,Nathan Moon,0,0
13,A.J. Jenks,0,0
29,Nick Mattson,2010,163
17,Jacob Deserres,0,0
10,Kelsey Tessier,0,0
7,Nikita Filatov,0,0
17,Josh Brittain,0,0
27,Jaroslav Janus,2009,156
24,Brett Hextall,0,0
10,Nicolas Deschamps,0,0
27,James Livingston,0,0
7,Philip McRae,0,0
24,Tyler Randell,2009,164
20,Wade Megan,2009,165
29,Cody Sol,2009,174
25,Maxime Legault,2009,175
8,Oliver Lauridsen,2009,189
10,Corey Cowick,2009,192
7,Gus Young,2009,194
8,Jordan Samuels-Thomas,2009,198
17,David Shields,2009,199
20,Ben Sexton,2009,203
12,Zane McIntyre,2010,167
10,Michael Parks,2010,171
29,Corey Durocher,2010,177
8,Martin Ouellette,2010,181
24,David Elsner,2010,185
24,Ronald Boyd,2010,188
4,Brendan Ranford,2010,192
14,Cody Rosen,2010,193
29,Reid McNeill,2010,198
24,Nicholas Luukko,2010,199
24,Peter Stoykewych,2010,204
