Number,Name,URLLink,Team,Country,AgeDate,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,StarPower,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,ExcludeFromPayroll
419,Alex Lyon,http://www.tsn.ca/nhl/player-bio/alex-lyon,9,USA,1992-12-08,201,73,2,False,False,False,False,False,True,True,False,0,750000,750000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,62,69,86,75,63,66,53,64,60,59,30,45,45,62,50,61,23,64218,8,11,0,0,67,640,0,2,0,0,0,20,29,0,3,2,1,0,580,2880,14,50055,13,1,0,3,24,214,0,0,0,4,1,14,0,0,0,0,0,0,0,1420,False
12,Ryan Miller,http://www.tsn.ca/nhl/player-bio/ryan-miller,22,USA,1980-07-17,173,75,1,False,False,False,False,False,True,True,False,0,5000000,0,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,59,54,58,69,50,68,64,63,82,60,87,79,82,63,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,264810,58,14,1,17,104,1246,0,4,3,22,5,74,0,0,3,1,3,1555,1555,10555,False
420,Thatcher Demko,http://www.tsn.ca/nhl/player-bio/thatcher-demko,0,USA,1995-12-07,192,76,1,False,False,False,False,False,True,True,False,0,800000,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,60,66,83,81,60,62,56,65,58,58,30,44,44,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
382,Linus Ullmark,http://www.tsn.ca/nhl/player-bio/linus-ullmark,4,SWE,1993-07-30,221,76,1,False,False,False,False,False,True,True,False,0,750000,0,0,0,0,0,0,0,0,0,,0,98,0,3,3,3,3,3,3,3,3,3,3,70,73,70,88,72,68,56,72,75,70,95,51,51,70,50,68,22,74360,9,8,4,1,56,617,0,4,1,14,7,20,62,0,1,1,2,160,160,3795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
343,Andrei Vasilevskiy,http://www.tsn.ca/nhl/player-bio/andrei-vasilevskiy,21,RUS,1994-07-24,207,75,1,False,False,False,False,False,True,True,False,0,4000000,0,0,0,0,0,0,0,0,0,,8,98,0,3,3,3,3,3,3,3,3,3,3,86,89,85,82,86,86,73,87,90,86,95,63,64,85,50,80,52,186328,27,21,3,4,125,1735,0,4,0,26,5,51,29,0,13,6,3,920,1495,13090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
440,Dylan Ferguson,https://www.tsn.ca/nhl/player-bio/dylan-ferguson-260871/,0,BC,1998-09-20,189,73,2,True,False,False,False,False,True,True,False,0,716666,716666,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,42,50,63,73,40,43,40,46,40,40,30,44,44,43,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
501,Matej Tomek,,24,SVK,1995-02-10,181,75,3,True,False,False,False,False,True,True,False,1,700000,700000,700000,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,54,1,1106,0,0,0,0,4,19,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
384,Juuse Saros,https://www.tsn.ca/nhl/player-bio/juuse-saros,2,FIN,1995-04-18,180,71,1,False,False,False,False,False,True,True,False,0,925000,0,0,0,0,0,0,0,0,0,,58,100,0,2,2,2,2,2,2,2,2,2,2,77,63,62,63,80,74,66,75,85,77,60,54,54,74,50,69,24,77109,13,9,0,2,60,672,0,2,3,3,0,24,37,0,5,2,1,0,0,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
19,Ben Bishop,http://www.tsn.ca/nhl/player-bio/ben-bishop,16,USA,1986-11-21,215,79,1,False,False,False,False,False,True,True,False,0,5500000,0,0,0,0,0,0,0,0,0,,0,99,0,3,3,3,3,3,3,3,3,3,3,94,79,77,89,98,90,83,93,97,94,85,68,70,91,50,86,65,233860,40,20,4,7,140,2017,0,4,4,51,13,64,18,2,14,4,6,180,180,16015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
421,Lars Johansson,http://www.tsn.ca/nhl/player-bio/lars-johansson,0,SWE,1987-07-10,198,73,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,59,67,84,75,58,62,54,63,58,57,30,44,44,59,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
502,Elvis Merlikins,,12,LAT,1994-04-13,181,75,3,True,False,False,False,False,True,True,False,0,1844559,1844559,1844559,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,1,3900,1,0,0,0,3,32,0,0,0,3,1,1,1,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
22,Corey Crawford,http://www.tsn.ca/nhl/player-bio/corey-crawford,7,QUE,1984-12-31,216,74,2,False,False,False,False,False,True,True,False,0,6850000,6850000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,72,63,64,82,73,70,60,73,78,72,90,67,72,71,50,70,22,74485,12,6,2,1,49,571,0,0,1,0,0,20,62,1,2,1,0,0,0,3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
386,Zachary Fucale,https://www.tsn.ca/nhl/player-bio/zach-fucale,28,QUE,1995-05-27,187,74,2,False,False,False,False,False,True,True,False,0,863000,863000,0,0,0,0,0,0,0,0,,0,100,0,1,0,0,0,0,0,0,0,0,0,56,46,58,74,59,56,58,62,59,59,30,44,44,57,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
422,MacKenzie Blackwood,http://www.tsn.ca/nhl/player-bio/mackenzie-blackwood,31,ONT,1996-12-08,225,76,2,False,False,False,False,False,True,True,False,0,913333,913333,0,0,0,0,0,0,0,0,,0,98,0,3,3,3,3,3,3,3,3,3,3,75,70,66,90,78,71,66,76,84,75,95,46,46,74,50,71,31,110570,12,16,3,1,88,967,0,2,3,21,8,30,17,1,2,1,0,60,60,3715,33,118105,24,9,0,7,62,703,0,0,0,8,0,33,0,0,1,1,2,0,0,4455,False
25,Michael Leighton,http://www.tsn.ca/nhl/player-bio/michael-leighton,23,ONT,1981-05-19,186,75,1,False,False,False,False,False,True,True,False,0,650000,0,0,0,0,0,0,0,0,0,,0,100,0,2,0,0,0,0,0,0,0,0,0,50,53,66,76,48,49,51,55,49,49,30,44,44,51,50,53,1,753,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,11100,2,0,1,1,5,55,0,0,0,4,2,3,0,0,0,0,0,0,0,175,False
26,Anton Khudobin,http://www.tsn.ca/nhl/player-bio/anton-khudobin,13,KAZ,1986-05-07,200,71,2,False,False,False,False,True,True,True,False,0,3000000,3000000,0,0,0,0,0,0,0,0,,49,95,0,2,2,2,2,2,2,2,2,2,2,85,66,65,70,90,79,68,85,89,85,95,62,62,81,50,76,33,114932,14,7,9,1,86,1020,0,4,3,22,7,30,31,0,2,5,1,0,0,4760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
503,Matthew Villalta,,3,ONT,1999-06-03,187,76,3,True,False,False,False,False,True,True,False,0,778333,778333,778333,0,0,0,0,0,0,0,,0,99,0,3,3,3,3,3,3,3,3,3,3,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,54,1,3600,1,0,0,0,2,23,0,0,0,0,0,1,1,0,0,0,0,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
28,John Curry,,0,USA,1984-07-01,185,71,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,2,2,2,2,2,2,2,2,2,2,55,54,69,61,66,58,61,65,66,59,55,74,66,15,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
387,Leland Irving,https://www.tsn.ca/nhl/player-bio/leland-irving,0,AB,1988-04-11,177,72,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,56,52,65,63,59,57,50,58,55,54,30,44,44,55,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
388,Tristan Jarry,http://www.tsn.ca/nhl/player-bio/tristan-jarry,1,BC,1995-04-25,194,74,1,False,False,False,False,False,True,True,False,0,905000,0,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,73,70,78,76,75,71,65,72,74,70,77,47,47,62,50,68,2,7200,1,1,0,0,5,92,0,0,0,0,0,2,2,0,1,0,0,0,0,840,74,259106,56,15,3,8,168,1859,0,4,2,11,1,74,0,1,3,4,3,0,0,10830,False
389,Zane McIntyre,https://www.tsn.ca/nhl/player-bio/zane-mcintyre,12,USA,1992-08-20,206,74,1,False,False,False,False,False,True,True,False,0,925000,0,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,57,75,94,79,51,59,58,64,56,56,30,44,44,59,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16908,4,1,0,0,9,63,0,0,1,0,0,4,41,0,0,0,0,0,0,180,False
33,Mike Smith,http://www.tsn.ca/nhl/player-bio/mike-smith,1,ONT,1982-03-21,215,76,2,False,False,False,False,False,True,True,False,0,5800000,5800000,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,73,81,80,86,74,71,65,72,74,73,66,73,74,66,50,73,50,166210,20,20,6,3,132,1402,0,0,1,23,11,46,36,1,7,3,1,0,0,6665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
423,Nick Ellis,http://www.tsn.ca/nhl/player-bio/nick-ellis-173422,0,USA,1994-01-17,180,73,1,False,False,False,False,False,True,True,False,0,625000,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,51,56,70,68,49,53,50,56,51,51,30,44,44,52,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
391,Daniel Altshuller,http://www.eliteprospects.com/player.php?player=78200,0,ONT,1994-07-24,205,75,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,55,53,66,81,57,56,51,59,55,54,30,44,44,55,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
392,Tom McCollum,http://www.tsn.ca/nhl/player-bio/tom-mccollum,24,USA,1989-12-06,226,74,2,False,False,False,False,True,True,True,False,0,700000,700000,0,0,0,0,0,0,0,0,,12,100,0,1,1,1,1,1,1,1,1,1,1,53,64,80,85,49,55,52,58,52,52,30,44,44,54,50,57,2,4691,0,1,0,0,4,32,0,0,0,0,0,2,6,0,0,0,0,0,0,0,63,218363,36,26,1,2,188,1787,0,2,2,3,1,63,0,2,3,0,2,320,620,7040,False
37,Cory Schneider,http://www.tsn.ca/nhl/player-bio/cory-schneider,29,USA,1986-03-18,200,75,3,False,False,False,False,True,True,True,False,0,4000000,4000000,4000000,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,64,67,67,80,65,63,57,65,71,64,72,68,69,65,50,66,9,32666,5,4,0,1,24,245,0,0,0,3,1,9,49,0,0,0,0,0,0,795,16,55245,13,3,0,2,30,234,0,0,0,5,1,16,0,0,0,0,0,200,220,875,False
467,Adam Huska,https://www.eliteprospects.com/player/201638/adam-huska,0,SLO,1997-05-12,220,76,2,True,False,False,False,False,True,True,False,0,925000,925000,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,45,50,63,88,42,44,50,52,45,46,30,44,44,47,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
424,Brandon Halverson,http://www.tsn.ca/nhl/player-bio/brandon-halverson,19,USA,1996-03-28,209,76,3,True,False,False,False,False,True,True,False,0,650000,650000,650000,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,50,54,68,85,49,50,50,55,49,49,30,44,44,51,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
394,Eetu Laurikainen,http://www.tsn.ca/nhl/player-bio/eetu-laurikainen,0,FIN,1993-07-01,185,72,0,True,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,57,75,54,67,57,64,39,55,52,49,54,44,44,1,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
468,Alex Sakellaropoulos,https://www.eliteprospects.com/player/135056/alex-sakellaropoulos,0,USA,1994-05-02,215,75,1,True,False,False,False,False,True,True,False,0,625000,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,48,41,51,84,50,48,51,54,50,50,30,44,44,49,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
395,Spencer Martin,http://www.tsn.ca/nhl/player-bio/spencer-martin,30,ONT,1995-06-07,210,75,1,False,False,False,False,False,True,True,False,0,894000,0,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,53,58,73,83,52,60,50,57,57,56,30,44,44,55,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,212010,44,15,1,5,140,1433,0,10,3,21,5,61,0,1,1,2,1,300,300,7105,False
469,Angus Redmond,https://www.eliteprospects.com/player/153251/angus-redmond,0,BC,1995-10-03,200,73,2,True,False,False,False,False,True,True,False,0,842500,842500,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,55,46,58,75,59,56,52,59,56,55,30,44,44,55,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
45,Craig Anderson,http://www.tsn.ca/nhl/player-bio/craig-anderson,10,USA,1981-05-21,185,74,2,False,False,False,False,True,True,True,False,0,2300000,2300000,0,0,0,0,0,0,0,0,,2,96,0,3,2,2,2,2,2,2,2,2,2,67,84,83,73,65,69,47,68,71,67,78,75,77,67,50,68,29,104567,8,19,2,0,100,927,0,6,0,13,6,29,53,3,1,0,1,560,820,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
397,Philippe Desrosiers,https://www.tsn.ca/nhl/player-bio/philippe-desrosiers,0,QUE,1995-08-15,195,73,0,True,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,59,60,75,74,60,62,57,64,61,60,30,44,44,60,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
398,Ken Appleby,https://www.tsn.ca/nhl/player-bio/ken-appleby,4,ONT,1995-04-09,207,76,2,False,False,False,True,False,True,True,False,0,650000,650000,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,48,52,65,84,46,52,50,54,52,52,30,44,44,51,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,78,279502,61,9,7,10,144,1381,0,2,5,29,8,78,0,0,2,1,1,0,0,7890,False
399,Jon Gillies,http://www.tsn.ca/nhl/player-bio/jon-gillies,31,USA,1994-01-21,223,78,1,False,False,False,False,False,True,True,False,0,925000,0,0,0,0,0,0,0,0,0,,0,100,0,1,1,1,1,1,1,1,1,1,1,54,77,96,91,47,55,50,58,48,48,30,45,45,54,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,151968,24,15,5,2,118,1115,0,2,3,7,5,44,0,1,1,1,3,0,0,4835,False
400,Jussi Olkinuora,http://www.tsn.ca/nhl/player-bio/juho-olkinuora,0,FIN,1990-07-01,201,74,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,47,75,48,74,42,50,35,47,39,38,43,44,44,1,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
51,Carey Price,http://www.tsn.ca/nhl/player-bio/carey-price,17,BC,1987-08-15,215,75,1,False,False,False,False,False,True,True,False,0,8000000,0,0,0,0,0,0,0,0,0,,0,100,0,3,3,3,3,3,3,3,3,3,3,84,87,85,84,80,89,70,85,86,85,88,75,78,83,50,80,63,222441,38,20,3,8,154,2007,0,8,1,25,2,62,20,1,14,0,5,0,0,14620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
401,Nick Schneider,https://www.tsn.ca/nhl/player-bio/nick-schneider,0,AB,1997-07-20,170,74,0,True,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,65,66,83,65,66,66,59,68,63,62,30,44,44,64,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
53,Jaroslav Halak,http://www.tsn.ca/nhl/player-bio/jaroslav-halak,22,SVK,1985-05-13,183,71,2,False,False,False,False,False,True,True,False,0,4500000,4500000,0,0,0,0,0,0,0,0,,2,98,0,3,3,3,3,3,3,3,3,3,3,87,77,76,64,96,78,75,86,88,87,83,71,73,84,50,79,65,225850,28,28,6,2,161,2066,0,10,1,15,6,61,21,0,4,8,5,1120,1120,12085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
402,Jason Kasdorf,http://www.tsn.ca/nhl/player-bio/jason-kasdorf,0,MB,1992-07-01,178,75,0,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,62,62,45,67,62,62,62,62,62,62,62,44,44,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
425,Eamon McAdam,http://www.tsn.ca/nhl/player-bio/eamon-mcadam,0,USA,1994-09-23,199,75,1,False,False,False,False,False,True,True,False,0,625000,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,51,58,73,80,49,53,52,57,52,52,30,44,44,53,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
